candidate_id,corpus_id,expanded_id,title,doi,path,pages,encrypted,metadata_title,title_token_coverage,correspondence,text_sha256,error
DCM-00784-OA003,DCM-00784,,Eliciting Spoken Interruptions to Inform Proactive Speech Agent Design,10.1145/3469595.3469618,library/staging/master-openalex/DCM-00784-OA003-Eliciting-Spoken-Interruptions-to-Inform-Proactive-Speech-Agent-D.pdf,12,false,Eliciting Spoken Interruptions to Inform Proactive Speech Agent Design,1.000,true,ad594d6ce216bbf2fa87f5b3c257fee9f0bcccb167e78eb31018de1f6324c01f,
DCM-00786-OA001,DCM-00786,,Exploring the Potential of Conversational AI Support for Agent-Based Social Simulation Model Design,10.18564/jasss.5681,library/staging/master-openalex/DCM-00786-OA001-Exploring-the-Potential-of-Conversational-AI-Support-for-Agent-Ba.pdf,25,false,,1.000,true,27034fad42fda4e00d0a0987536804c27729bf3880b1a00421f5befa7558b5e0,
DCM-00789-OA001,DCM-00789,,IBOT: AN AGENT-BASED SOFTWARE FRAMEWORK FOR CREATING DOMAIN CONVERSATIONAL AGENTS,10.17771/pucrio.acad.35430,library/staging/master-openalex/DCM-00789-OA001-IBOT-AN-AGENT-BASED-SOFTWARE-FRAMEWORK-FOR-CREATING-DOMAIN-CONVER.pdf,70,false,Microsoft Word - iBot- An Agent-based Software Framework For Creating Domain Conversational Agents.docx,1.000,true,bed6f0580ee8e68e0db4a631f1691a5e092af45439eb3b9b7aa1e70d9e848808,
DCM-00797-OA002,DCM-00797,,Who Does Your AI Work For? Designing Conversational Agents as Digital Fiduciaries,10.1145/3816046.3816299,library/staging/master-openalex/DCM-00797-OA002-Who-Does-Your-AI-Work-For-Designing-Conversational-Agents-as-Digi.pdf,5,false,Who Does Your AI Work For? Designing Conversational Agents as Digital Fiduciaries,1.000,true,87b04bf8868ac41138f6020d59e5d9afb8d8c35630d98b22430baa766a578620,
DCM-00802-OA001,DCM-00802,,Advancing Open-Domain Conversational Agents - Designing an Engaging System for Natural Multi-Turn Dialogue,10.18653/v1/2024.scichat-1.8,library/staging/master-openalex/DCM-00802-OA001-Advancing-Open-Domain-Conversational-Agents-Designing-an-Engaging.pdf,5,false,,1.000,true,6a68e18cca1eb4083734c2b58ab4b45359e43d7a0a32160865b15aa347078f8d,
DCM-00815-OA002,DCM-00815,,Designing for connection,10.17918/00011302,library/staging/master-openalex/DCM-00815-OA002-Designing-for-connection.pdf,153,false,"Designing for connection: how visual fidelity and animation quality in pedagogical conversational agents shape social presence, affinity, and the uncanny valley in virtual learning environments.",1.000,true,6ec043dc63ddf490222ce103a0cc6676e0bf8ba4781e5a1d4480897318e964d3,
DCM-00829-OA002,DCM-00829,,System and User Strategies to Repair Conversational Breakdowns of Spoken Dialogue Systems: A Scoping Review,10.1145/3640794.3665558,library/staging/master-openalex/DCM-00829-OA002-System-and-User-Strategies-to-Repair-Conversational-Breakdowns-of.pdf,13,false,System and User Strategies to Repair Conversational Breakdowns of Spoken Dialogue Systems: A Scoping Review,1.000,true,e4d6d4901cda78970e8f83b0452966515a43407532066a71ee23c0e70e5e100e,
DCM-00831-OA001,DCM-00831,,Construction of Hierarchical Structured Knowledge-based Recommendation Dialogue Dataset and Dialogue System,10.18653/v1/2022.dialdoc-1.9,library/staging/master-openalex/DCM-00831-OA001-Construction-of-Hierarchical-Structured-Knowledge-based-Recommend.pdf,10,false,,1.000,true,8774aa88c9336c2911418e5246cfa65c7eeccb32a3b6e6fc2c8f2a6568ca1b4d,
DCM-00845-OA001,DCM-00845,,Docalog: Multi-document Dialogue System using Transformer-based Span Retrieval,10.18653/v1/2022.dialdoc-1.16,library/staging/master-openalex/DCM-00845-OA001-Docalog-Multi-document-Dialogue-System-using-Transformer-based-Sp.pdf,6,false,,1.000,true,362a9033ea9e6193a158a2f9c87dee504a66a09022568c78c26d5c405cab38a4,
DCM-00864-OA001,DCM-00864,,A Dialogue System for Assessing Activities of Daily Living: Improving Consistency with Grounded Knowledge,10.18653/v1/2023.dialdoc-1.8,library/staging/master-openalex/DCM-00864-OA001-A-Dialogue-System-for-Assessing-Activities-of-Daily-Living-Improv.pdf,12,false,,1.000,true,774aca11701f48cb8633b65852f4b45fde0921f362da2769efb01e60eddf7c41,
DCM-00903-OA001,DCM-00903,,Conversational Survey Chatbot: User Experience and Perception,10.15308/sinteza-2021-322-327,library/staging/master-openalex/DCM-00903-OA001-Conversational-Survey-Chatbot-User-Experience-and-Perception.pdf,6,false,,1.000,true,c6e26634e09104b59b135c87cf226e694031712b3e128bbf8ecce1ff2409abab,
DCM-00952-OA001,DCM-00952,,O HUMOR CONVERSACIONAL NA FALA-EM-INTERAÇÃO EM AULAS DE LÍNGUA INGLESA,10.17771/pucrio.acad.12941,library/staging/master-openalex/DCM-00952-OA001-O-HUMOR-CONVERSACIONAL-NA-FALA-EM-INTERA-O-EM-AULAS-DE-L-NGUA-ING.pdf,13,false,0610470_2008_pretextual.doc,1.000,true,657315637c52d5f6bd83449d4e14297754cdc625f98393f70c7c73816c9c8525,
DCM-00977-OA001,DCM-00977,,Marcadores conversacionais na interlíngua de aprendizes de espanhol no Brasil,10.11606/t.8.2007.tde-22102007-115052,library/staging/master-openalex/DCM-00977-OA001-Marcadores-conversacionais-na-interl-ngua-de-aprendizes-de-espanh.pdf,221,true,Marcadores conversacionais na interlíngua de aprendizes de espanhol no Brasil,1.000,true,566b55f7a512d001d7039380655fc9deeac9eec1dc18e173cf40b916626ae4ab,
DCM-00980-OA001,DCM-00980,,Recursos conversacionais para a clínica ampliada com famílias em saúde mental,10.11606/t.59.2017.tde-23052017-090038,library/staging/master-openalex/DCM-00980-OA001-Recursos-conversacionais-para-a-cl-nica-ampliada-com-fam-lias-em-.pdf,145,true,Microsoft Word - TESE PEDRO 28.01.docx,1.000,true,21bb75961cfcd6331d6233773acaf10eb826db35d8ff1eaa2237d6d56c2831ae,
DCM-00981-OA001,DCM-00981,,AGENTES CONVERSACIONAIS NO ENSINO-APRENDIZAGEM DE LÍNGUAS,10.17771/pucrio.pdpe.16059,library/staging/master-openalex/DCM-00981-OA001-AGENTES-CONVERSACIONAIS-NO-ENSINO-APRENDIZAGEM-DE-L-NGUAS.pdf,15,false,,1.000,true,6d755afce50de095658366abdfedaed11821c49820a68cd8869871be4df2ba1f,
DCM-00982-OA001,DCM-00982,,Geração de explicações para sistemas de recomendação conversacionais baseados em embeddings de conhecimento.,10.11606/d.3.2022.tde-26072023-084455,library/staging/master-openalex/DCM-00982-OA001-Gera-o-de-explica-es-para-sistemas-de-recomenda-o-conversacionais.pdf,96,true,,0.250,false,eddc46d3d896cf8dc53f26346ebd5bdd61e9c9b47d511f1f8541eda1f7055ac9,
DCM-00985-OA001,DCM-00985,,CUMPRIMENTOS E DESPEDIDAS COMO RITUAIS CONVERSACIONAIS,10.17771/pucrio.escrita.6187,library/staging/master-openalex/DCM-00985-OA001-CUMPRIMENTOS-E-DESPEDIDAS-COMO-RITUAIS-CONVERSACIONAIS.pdf,11,false,,1.000,true,cb432402602905550ef15fb70938515bed59160b49f7f73cc73eab3091b54d94,
DCM-00991-OA002,DCM-00991,,ANÁLISE DA PROPAGANDA ORAL À LUZ DOS ESTUDOS RETÓRICO-CONVERSACIONAIS,10.22533/at.ed.89518221115,library/staging/master-openalex/DCM-00991-OA002-AN-LISE-DA-PROPAGANDA-ORAL-LUZ-DOS-ESTUDOS-RET-RICO-CONVERSACIONA.pdf,15,false,ISSN: 2525-8761,1.000,true,114968ac6c19900808219079fdfffbf0f5aeee98437cd900e5dd95bcc0dc2f4c,
DCM-00995-OA001,DCM-00995,,A detecção de implicaturas conversacionais da ironia em textos de redes sociais através do aprendizado de máquina para português,10.11606/d.45.2018.tde-20230727-113522,library/staging/master-openalex/DCM-00995-OA001-A-detec-o-de-implicaturas-conversacionais-da-ironia-em-textos-de-.pdf,84,true,,1.000,true,f5678631a2213b08c888a9b26f01f06359dd0553b9b2d6ea206191b7da8d984d,
DCM-00997-OA001,DCM-00997,,"A COMPLEXIDADE INTERACIONAL NA CENTRAL DE RESERVAS DE UMA COMPANHIA AÉREA: ENQUADRES, ALINHAMENTOS E SEQÜÊNCIAS CONVERSACIONAIS EM UM CONTEXTO INSTITUCIONAL",10.17771/pucrio.acad.5503,library/staging/master-openalex/DCM-00997-OA001-A-COMPLEXIDADE-INTERACIONAL-NA-CENTRAL-DE-RESERVAS-DE-UMA-COMPANH.pdf,11,true,Microsoft Word - elementos pr.textuais.doc,1.000,true,0a0a62ab273b757c87dd77980ef62c0232de5251e9be63b984c573792b4191d9,
DCM-01014-OA002,DCM-01014,,High Integrity Can Design Interfaces,10.2172/5791,library/staging/master-openalex/DCM-01014-OA002-High-Integrity-Can-Design-Interfaces.pdf,145,false,vpzf241.tmp,0.000,false,e2bef975dbc6f2bb6c61bfee36bd26df026f69ca9fe1a25904835a2066e26bde,
DCM-01021-OA001,DCM-01021,,Interfaces proactivas móviles desde Legacies Web: Un enfoque de diseño conductual,10.35537/10915/144700,library/staging/master-openalex/DCM-01021-OA001-Interfaces-proactivas-m-viles-desde-Legacies-Web-Un-enfoque-de-di.pdf,167,false,,1.000,true,ceb68d129ac5d156c974501e19a7f642ab8b2198467e506722e4237ad6bcd337,
DCM-01029-OA001,DCM-01029,,Contribución al desarrollo de modelos de arquitectura software para el diseño de interfaces web de usuario inclusivas,10.20868/upm.thesis.68778,library/staging/master-openalex/DCM-01029-OA001-Contribuci-n-al-desarrollo-de-modelos-de-arquitectura-software-pa.pdf,219,true,,0.800,true,a719434dea6ba12a5fc05b5993c556066a72e02829f6cb5b0325155807e717e8,
DCM-01035-OA001,DCM-01035,,Interfaces narrativas. El pasaje de la producción transmediática al diseño de narrativas,10.35537/10915/134923,library/staging/master-openalex/DCM-01035-OA001-Interfaces-narrativas-El-pasaje-de-la-producci-n-transmedi-tica-a.pdf,430,false,Tesis Pellegrini abril 2022,1.000,true,53b7ddfe1a3a02ac0424394768d165c73477ef2fc1f978eb438c83657886b2f2,
DCM-01036-OA001,DCM-01036,,La optimización de las capacidades conversacionales del alumnado con sordera con los compañeros de su edad,10.35376/10324/1438,library/staging/master-openalex/DCM-01036-OA001-La-optimizaci-n-de-las-capacidades-conversacionales-del-alumnado-.pdf,571,false,Microsoft Word - TESIS DEFINITIVA,0.909,true,ede68ad5abdad21499eed4c064ef67ea855eda2884a72f5d9f7ebaa7f0b8c112,
DCM-01045-OA001,DCM-01045,,Mapas conversacionales como estrategia de educación en personas con diabetes para prevenir complicaciones en los pies,10.11606/t.17.2023.tde-30062023-090058,library/staging/master-openalex/DCM-01045-OA001-Mapas-conversacionales-como-estrategia-de-educaci-n-en-personas-c.pdf,216,true,,1.000,true,f30c346c9cb49e771dc678b9a4c8a57c0114dd6efe841bb502cb0957ef5df1c2,
