candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
DCM-00282-SS,DCM-00282,From Human Pragmatic Language Skills to Conversational Agent Design: A Systematic Review of Transfer Strategies,https://doi.org/10.1145/3772318.3792787,https://doi.org/10.1145/3772318.3792787,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00282-SS-From-Human-Pragmatic-Language-Skills-to-Conversational-Agent-Desi.pdf,false,false,0,,,2026-09-08T00:05:23.436500+00:00,<HTTPError 403: 'Forbidden'>
DCM-00283-SS,DCM-00283,Trust in Trust: a Scoping Review on Trust and Conversational Agent Design,https://doi.org/10.1145/3750069.3750090,https://doi.org/10.1145/3750069.3750090,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00283-SS-Trust-in-Trust-a-Scoping-Review-on-Trust-and-Conversational-Agent.pdf,false,false,0,,,2026-09-08T00:05:23.467704+00:00,<HTTPError 403: 'Forbidden'>
DCM-00294-SS,DCM-00294,A conversational agent for emotion expression stimulation in persons with neurodevelopmental disorders,https://doi.org/10.1007/s11042-022-14135-w,https://doi.org/10.1007/s11042-022-14135-w,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00294-SS-A-conversational-agent-for-emotion-expression-stimulation-in-pers.pdf,true,false,509818,9a445382fd6a5c1b5fd58604aea6ede7fa016471365bc15b70615f8b05c45434,text/html; charset=utf-8,2026-09-08T00:05:23.725787+00:00,response-is-not-pdf
DCM-00297-SS,DCM-00297,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3334480,https://cora.ucc.ie/bitstreams/75e22547-dee4-4f1b-b5b0-43d68159460e/download,,GREEN,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00297-SS-Extended-Abstracts-of-the-2020-CHI-Conference-on-Human-Factors-in.pdf,true,false,413517,f912b350749fd87d7cfb614c7f06d316100b2435e68a88d8710c8060dba47089,text/html; charset=utf-8,2026-09-08T00:05:23.911686+00:00,response-is-not-pdf
DCM-00325-SS,DCM-00325,Common ground improves learning with conversational agents,https://doi.org/10.1080/0144929x.2025.2541222,https://doi.org/10.1080/0144929x.2025.2541222,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00325-SS-Common-ground-improves-learning-with-conversational-agents.pdf,false,false,0,,,2026-09-08T00:05:24.043219+00:00,<HTTPError 403: 'Forbidden'>
DCM-00337-SS,DCM-00337,Designing Conversational Agents to Support Learning from Scientific Graphs,https://doi.org/10.24251/hicss.2026.608,https://hdl.handle.net/10125/112009,,GREEN,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00337-SS-Designing-Conversational-Agents-to-Support-Learning-from-Scientif.pdf,true,false,514227,dfa754a66b7b4bea40e9af3676b7f4c85e41e20e9326b0a0b427f991f8ec2260,text/html; charset=utf-8,2026-09-08T00:05:24.089323+00:00,response-is-not-pdf
DCM-00362-SS,DCM-00362,Embodied conversational agents for voice-biometric interfaces,https://doi.org/10.1145/1452392.1452454,https://oa.upm.es/4310/1/INVE_MEM_2008_59698.pdf,,GREEN,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00362-SS-Embodied-conversational-agents-for-voice-biometric-interfaces.pdf,true,true,245824,02dd834efc986252afeed2b4ae2d50f1f58e2501fd66f2f58379386045553492,application/pdf,2026-09-08T00:05:24.110040+00:00,
DCM-00402-SS,DCM-00402,Chatbot as an emergency exist: Mediated empathy for resilience via human-AI interaction during the COVID-19 pandemic,https://doi.org/10.1016/j.ipm.2022.103074,https://www.ncbi.nlm.nih.gov/pmc/articles/9428597,,GREEN,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00402-SS-Chatbot-as-an-emergency-exist-Mediated-empathy-for-resilience-via.pdf,true,false,259341,153d36856d1d1897db8f4d1cd98abb098252d7dd868fdba72e56474b1d447387,text/html; charset=utf-8,2026-09-08T00:05:24.668984+00:00,response-is-not-pdf
DCM-00403-SS,DCM-00403,Designing chatbots in language classrooms: an empirical investigation from user learning experience,https://doi.org/10.1186/s40561-024-00319-4,https://doi.org/10.1186/s40561-024-00319-4,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00403-SS-Designing-chatbots-in-language-classrooms-an-empirical-investigat.pdf,true,false,486264,ab1aaf0c04292a10ac88926c8c31783cfae5b582b58696cc1e7ae4a361f0f123,text/html; charset=utf-8,2026-09-08T00:05:26.359769+00:00,response-is-not-pdf
DCM-00410-SS,DCM-00410,When chatbots fail: exploring user coping following a chatbots-induced service failure,https://doi.org/10.1108/itp-08-2023-0745,https://doi.org/10.1108/itp-08-2023-0745,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00410-SS-When-chatbots-fail-exploring-user-coping-following-a-chatbots-ind.pdf,false,false,0,,,2026-09-08T00:05:26.498173+00:00,<HTTPError 403: 'Forbidden'>
DCM-00415-SS,DCM-00415,An intelligent chatbot design and implementation model using long short-term memory with recurrent neural networks and attention mechanism,https://doi.org/10.1016/j.dajour.2023.100359,https://doi.org/10.1016/j.dajour.2023.100359,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00415-SS-An-intelligent-chatbot-design-and-implementation-model-using-long.pdf,true,false,2750,38805134b61dbc9ff344f1e14e8fc0dd655a61cd8aa5605ed4db78ac0715b2bf,text/html;charset=UTF-8,2026-09-08T00:05:26.549640+00:00,response-is-not-pdf
DCM-00418-SS,DCM-00418,"SlimMe, a Chatbot With Artificial Empathy for Personal Weight Management: System Design and Finding",https://doi.org/10.3389/fnut.2022.870775,https://doi.org/10.3389/fnut.2022.870775,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00418-SS-SlimMe-a-Chatbot-With-Artificial-Empathy-for-Personal-Weight-Mana.pdf,true,false,808257,13e6a49412e9611f0c651506794005d99c37c97b4b408a971ba70b97a285287b,text/html;charset=utf-8,2026-09-08T00:05:27.101622+00:00,response-is-not-pdf
DCM-00441-SS,DCM-00441,"desafios éticos, técnicos e sociais na implementação de Chatbots na saúde:",https://doi.org/10.59370/rcsa.v6i1.296,https://doi.org/10.59370/rcsa.v6i1.296,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00441-SS-desafios-ticos-t-cnicos-e-sociais-na-implementa-o-de-Chatbots-na-.pdf,true,false,29502,4b792abc8c9c7fe2d1e3cecc406a0c86f65c5167cf14f063b64453eb7e89b997,text/html; charset=utf-8,2026-09-08T00:05:27.426094+00:00,response-is-not-pdf
DCM-00482-SS,DCM-00482,INTERFACES CONVERSACIONAIS: ANÁLISE DE TAREFAS PARA SIRI E GOOGLE NOW,https://doi.org/10.22570/ergodesignhci.v4i2.292,https://doi.org/10.22570/ergodesignhci.v4i2.292,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00482-SS-INTERFACES-CONVERSACIONAIS-AN-LISE-DE-TAREFAS-PARA-SIRI-E-GOOGLE-.pdf,true,false,21774,09c2181ef42ed1c07071d24c7ba4733dc6cdfb6956a8326935e70ecf2034d6b2,text/html; charset=utf-8,2026-09-08T00:05:27.471329+00:00,response-is-not-pdf
DCM-00500-SS,DCM-00500,AllianceScan: uma abordagem para identificação de disfluências em português brasileiro aplicada em textos transcritos de áudios de psicoterapia para predizer aliança terapêutica,https://doi.org/10.11606/d.100.2024.tde-07032024-182823,https://doi.org/10.11606/d.100.2024.tde-07032024-182823,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00500-SS-AllianceScan-uma-abordagem-para-identifica-o-de-disflu-ncias-em-p.pdf,true,false,1195,1c61c6b33b8a547cc946ca4091b914c475d0509d528f3a23f97bf7ddafe4d04e,text/html,2026-09-08T00:05:27.538712+00:00,response-is-not-pdf
DCM-00526-SS,DCM-00526,Mapeo temático de la inteligencia artificial en la administración: un enfoque bibliométrico usando análisis de co-palabras (2015–2024),https://doi.org/10.47909/ijsmc.205,https://doi.org/10.47909/ijsmc.205,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00526-SS-Mapeo-tem-tico-de-la-inteligencia-artificial-en-la-administraci-n.pdf,true,false,150438,cdeb3b477102cdc5202a11682959b8157a60c147be9dc236cc73bea3a8db539c,text/html; charset=utf-8,2026-09-08T00:05:28.482938+00:00,response-is-not-pdf
DCM-00574-SS,DCM-00574,Instructions for Design and Designs for Conversation,10.4018/978-1-59904-597-9.ch003,https://doi.org/10.4018/978-1-59904-597-9.ch003,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00574-SS-Instructions-for-Design-and-Designs-for-Conversation.pdf,false,false,0,,,2026-09-08T00:05:28.698021+00:00,<HTTPError 429: 'Too Many Requests'>
DCM-00606-SS,DCM-00606,"Conversation: THE SNUG: A Conversation about Design Research. Imagining, embodying, assembling",10.21606/drs.2018.708,https://doi.org/10.21606/drs.2018.708,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00606-SS-Conversation-THE-SNUG-A-Conversation-about-Design-Research-Imagin.pdf,true,false,33487,a36836d2568c538b30f7487b0e04eb842b340bd21929685977a51ef6d60fe2e6,text/html; charset=UTF-8,2026-09-08T00:05:29.299763+00:00,response-is-not-pdf
DCM-00615-SS,DCM-00615,Objectivation in design team conversation,10.1016/j.destud.2021.101045,https://www.sciencedirect.com/science/article/am/pii/S0142694X21000569,,BRONZE,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00615-SS-Objectivation-in-design-team-conversation.pdf,false,false,0,,,2026-09-08T00:05:29.499120+00:00,<HTTPError 403: 'Forbidden'>
DCM-00620-SS,DCM-00620,THE DESIGN AND IMPLEMENTATION OF A CONVERSATIONAL EXTENSIBLE LANGUAGE,10.21236/ad0709361,http://www.dtic.mil/dtic/tr/fulltext/u2/709361.pdf,,BRONZE,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00620-SS-THE-DESIGN-AND-IMPLEMENTATION-OF-A-CONVERSATIONAL-EXTENSIBLE-LANG.pdf,false,false,0,,,2026-09-08T00:05:29.579147+00:00,"URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)'))"
DCM-00630-SS,DCM-00630,Design and Evaluation of a Historical Conversational Agent Embodying Carlo Pisacane,10.5220/0015073600004021,https://doi.org/10.5220/0015073600004021,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00630-SS-Design-and-Evaluation-of-a-Historical-Conversational-Agent-Embody.pdf,true,false,283344,aa7eb5fa6a644774c0341c144d52b7e97466820f90d40b78ad16e6d43ab4a107,text/html; charset=utf-8,2026-09-08T00:05:29.599522+00:00,response-is-not-pdf
DCM-00647-SS,DCM-00647,"Perla: A Conversational Agent for Depression Screening in Digital Ecosystems. Design, Implementation and Validation",10.31234/osf.io/nfas4,https://doi.org/10.31234/osf.io/nfas4,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00647-SS-Perla-A-Conversational-Agent-for-Depression-Screening-in-Digital-.pdf,true,false,4207,b3b0023ca2d6e6503197b1d3b11485d4c2c9cec17d96903fcb818f7272b4cae6,text/html,2026-09-08T00:05:29.665471+00:00,response-is-not-pdf
DCM-00653-SS,DCM-00653,Conversational Co-Design with Machine Agency,10.54941/ahfe1007361,https://openaccess-api.cms-conferences.org/articles/download/978-1-964867-81-6_5,,BRONZE,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00653-SS-Conversational-Co-Design-with-Machine-Agency.pdf,true,true,313561,0527137d002f07ae2aecac8019c67397fb211449e9110fa5744991e197b366d1,application/pdf,2026-09-08T00:05:30.023488+00:00,
DCM-00659-SS,DCM-00659,Voice UX in Banking: Designing Conversational AI for Financial Assistants,10.70528/ijlrp.v6.i7.1687,https://www.ijlrp.com/papers/2025/7/1687.pdf,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00659-SS-Voice-UX-in-Banking-Designing-Conversational-AI-for-Financial-Ass.pdf,true,true,410202,f46087d3995d410ee0e3896e79326377bb7c6e020a89fa6e4df96435ed3f6a5f,application/pdf,2026-09-08T00:05:30.442457+00:00,
DCM-00738-SS,DCM-00738,USER INTERFACE DESIGN FOR VOICE CONTROL SYSTEMS,10.5220/0002602100210026,https://doi.org/10.5220/0002602100210026,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00738-SS-USER-INTERFACE-DESIGN-FOR-VOICE-CONTROL-SYSTEMS.pdf,true,false,281534,89cc82c33fd0c4792ccc2477179c994183fbd763e0d0d377f3a84ff2508af950,text/html; charset=utf-8,2026-09-08T00:05:30.461971+00:00,response-is-not-pdf
DCM-00767-SS,DCM-00767,Co-design and evaluation of a smartphone-based mental health promotion and anti-stigma embodied conversational agent for church-affiliated Black adults,10.17760/d20620618,https://repository.library.northeastern.edu/files/neu:4f22ww26h/fulltext.pdf,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00767-SS-Co-design-and-evaluation-of-a-smartphone-based-mental-health-prom.pdf,false,false,0,,,2026-09-08T00:05:30.712544+00:00,<HTTPError 403: 'Forbidden'>
DCM-00769-SS,DCM-00769,Heuristics Based User Experience Evaluation for Identifying Challenges in IoT Enabled Conversational Agent Design,10.1145/3765766.3765824,https://doi.org/10.1145/3765766.3765824,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00769-SS-Heuristics-Based-User-Experience-Evaluation-for-Identifying-Chall.pdf,false,false,0,,,2026-09-08T00:05:30.972026+00:00,<HTTPError 403: 'Forbidden'>
DCM-00772-SS,DCM-00772,BIAS 2v: An Interactive Conversational Agent for Sustainable Design Education,10.1145/3750069.3757724,https://dl.acm.org/doi/pdf/10.1145/3750069.3757724,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00772-SS-BIAS-2v-An-Interactive-Conversational-Agent-for-Sustainable-Desig.pdf,false,false,0,,,2026-09-08T00:05:31.070212+00:00,<HTTPError 403: 'Forbidden'>
DCM-00777-SS,DCM-00777,Conversational Agent Framework in Mathematics Education,10.5220/0013340600004557,https://doi.org/10.5220/0013340600004557,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00777-SS-Conversational-Agent-Framework-in-Mathematics-Education.pdf,true,false,285697,62939d684e62a3cecfc1f4f8693e619584a349a67142dd7564926f87201a3acb,text/html; charset=utf-8,2026-09-08T00:05:31.272397+00:00,response-is-not-pdf
DCM-00788-SS,DCM-00788,"Design, Implementation, and Usability Findings for aiCARE: A Conversational Agent for Mental Health Screening in Discord",10.2139/ssrn.4346205,https://doi.org/10.2139/ssrn.4346205,,GREEN,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00788-SS-Design-Implementation-and-Usability-Findings-for-aiCARE-A-Convers.pdf,false,false,0,,,2026-09-08T00:05:31.293541+00:00,<HTTPError 403: 'Forbidden'>
DCM-00809-SS,DCM-00809,Conversational AI Agents for Financial Operations with Escalation-Aware Handoff Protocols: Designing Intelligent Human-AI Collaboration Systems,10.17762/ijisae.v14i1s.8190,https://ijisae.org/index.php/IJISAE/article/download/8190/7189,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00809-SS-Conversational-AI-Agents-for-Financial-Operations-with-Escalation.pdf,true,true,331874,dd2751c5269bcf2aac81218a1e80acb4f656fe4be980427d22ab5b61bb3bfecf,application/pdf,2026-09-08T00:05:31.370251+00:00,
DCM-00827-SS,DCM-00827,How Emerging Technologies Influence Designing – The Case of Conversational Agents and Interaction Design,10.21606/drs.2018.330,https://doi.org/10.21606/drs.2018.330,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00827-SS-How-Emerging-Technologies-Influence-Designing-The-Case-of-Convers.pdf,true,false,40597,bcbc766ead00e26573292787efe8a0eb8a8993e23e264ddf8c5776ffc4c962e7,text/html; charset=UTF-8,2026-09-08T00:05:31.582362+00:00,response-is-not-pdf
DCM-00848-SS,DCM-00848,Beyond Repair – Testing the Limits of the Conversational Repair System,10.18653/v1/2007.sigdial-1.10,https://aclanthology.org/2007.sigdial-1.10.pdf,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00848-SS-Beyond-Repair-Testing-the-Limits-of-the-Conversational-Repair-Sys.pdf,true,true,83907,78412858cf1d54a2a360f6a87f3f863321101c792394482b68e71b130efb05e7,application/pdf,2026-09-08T00:05:32.253352+00:00,
DCM-00879-SS,DCM-00879,"Designing Delight: Exploring the Nexus of Interactive Design, User Experience, and Psychological Theory in Banking Chatbot",10.62441/nano-ntp.v20is4.28,https://doi.org/10.62441/nano-ntp.v20is4.28,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00879-SS-Designing-Delight-Exploring-the-Nexus-of-Interactive-Design-User-.pdf,false,false,0,,,2026-09-08T00:05:32.590980+00:00,<HTTPError 500: 'Internal Server Error'>
DCM-00884-SS,DCM-00884,An Analysis of User Experience in Customer Service Chatbot Interactions Using the UEQ,10.5220/0014812600004018,https://doi.org/10.5220/0014812600004018,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00884-SS-An-Analysis-of-User-Experience-in-Customer-Service-Chatbot-Intera.pdf,true,false,289554,550365027aa3f280270812a7f6bf3b68b2388ae892a98a66c8301d490ca8efbe,text/html; charset=utf-8,2026-09-08T00:05:32.676231+00:00,response-is-not-pdf
DCM-00901-SS,DCM-00901,Olfactory Stimulus as Design Material: designing an engaging interaction between user and AI chatbot,10.21606/iasdr.2023.504,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1212&context=iasdr,,HYBRID,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00901-SS-Olfactory-Stimulus-as-Design-Material-designing-an-engaging-inter.pdf,false,false,0,,,2026-09-08T00:05:32.729749+00:00,<HTTPError 403: 'Forbidden'>
DCM-00955-SS,DCM-00955,Integração de LLMs na otimização e planejamento de sistemas multiagentes IoRT e interação conversacional,10.47749/t/unicamp.2025.1518574,https://doi.org/10.47749/t/unicamp.2025.1518574,,GOLD,Semantic Scholar,library/staging/master-semantic-scholar/DCM-00955-SS-Integra-o-de-LLMs-na-otimiza-o-e-planejamento-de-sistemas-multiag.pdf,false,false,0,,,2026-09-08T00:05:32.838410+00:00,<HTTPError 503: 'Service Unavailable'>
